id,post_ort,post_nummer,post_nummer_count,post_nummer_link,created_at,updated_at
5222,Malmö,214 66,1705,https://www.ratsit.se/personer/Malm%C3%B6-kommun-%C3%96ster/Malm%C3%B6-21466,,
5223,Malmö,214 67,779,https://www.ratsit.se/personer/Malm%C3%B6-kommun-%C3%96ster/Malm%C3%B6-21467,,
5224,Oxie,238 30,938,https://www.ratsit.se/personer/Malm%C3%B6-kommun-%C3%96ster/Oxie-23830,,
5225,Oxie,238 31,640,https://www.ratsit.se/personer/Malm%C3%B6-kommun-%C3%96ster/Oxie-23831,,
5226,Oxie,238 32,672,https://www.ratsit.se/personer/Malm%C3%B6-kommun-%C3%96ster/Oxie-23832,,
5227,Oxie,238 33,942,https://www.ratsit.se/personer/Malm%C3%B6-kommun-%C3%96ster/Oxie-23833,,
5228,Oxie,238 34,423,https://www.ratsit.se/personer/Malm%C3%B6-kommun-%C3%96ster/Oxie-23834,,
5229,Oxie,238 35,331,https://www.ratsit.se/personer/Malm%C3%B6-kommun-%C3%96ster/Oxie-23835,,
5230,Oxie,238 36,712,https://www.ratsit.se/personer/Malm%C3%B6-kommun-%C3%96ster/Oxie-23836,,
5231,Oxie,238 37,1584,https://www.ratsit.se/personer/Malm%C3%B6-kommun-%C3%96ster/Oxie-23837,,
5232,Oxie,238 38,625,https://www.ratsit.se/personer/Malm%C3%B6-kommun-%C3%96ster/Oxie-23838,,
5233,Oxie,238 39,835,https://www.ratsit.se/personer/Malm%C3%B6-kommun-%C3%96ster/Oxie-23839,,
5234,Oxie,238 40,1023,https://www.ratsit.se/personer/Malm%C3%B6-kommun-%C3%96ster/Oxie-23840,,
5235,Oxie,238 41,970,https://www.ratsit.se/personer/Malm%C3%B6-kommun-%C3%96ster/Oxie-23841,,
5236,Oxie,238 42,917,https://www.ratsit.se/personer/Malm%C3%B6-kommun-%C3%96ster/Oxie-23842,,
5237,Oxie,238 43,954,https://www.ratsit.se/personer/Malm%C3%B6-kommun-%C3%96ster/Oxie-23843,,
5238,Vellinge,235 94,957,https://www.ratsit.se/personer/Vellinge-kommun/Vellinge-23594,,
5239,Lima,780 64,1119,https://www.ratsit.se/personer/Malung-S%C3%A4lens-kommun/Lima-78064,,
5240,Malung,782 30,659,https://www.ratsit.se/personer/Malung-S%C3%A4lens-kommun/Malung-78230,,
5241,Malung,782 31,652,https://www.ratsit.se/personer/Malung-S%C3%A4lens-kommun/Malung-78231,,
5242,Malung,782 33,864,https://www.ratsit.se/personer/Malung-S%C3%A4lens-kommun/Malung-78233,,
5243,Malung,782 34,624,https://www.ratsit.se/personer/Malung-S%C3%A4lens-kommun/Malung-78234,,
5244,Malung,782 35,793,https://www.ratsit.se/personer/Malung-S%C3%A4lens-kommun/Malung-78235,,
5245,Malung,782 90,450,https://www.ratsit.se/personer/Malung-S%C3%A4lens-kommun/Malung-78290,,
5246,Malungsfors,782 75,468,https://www.ratsit.se/personer/Malung-S%C3%A4lens-kommun/Malungsfors-78275,,
5247,Rörbäcksnäs,780 66,154,https://www.ratsit.se/personer/Malung-S%C3%A4lens-kommun/R%C3%B6rb%C3%A4cksn%C3%A4s-78066,,
5248,Sälen,780 67,755,https://www.ratsit.se/personer/Malung-S%C3%A4lens-kommun/S%C3%A4len-78067,,
5249,Sälen,780 91,529,https://www.ratsit.se/personer/Malung-S%C3%A4lens-kommun/S%C3%A4len-78091,,
5250,Särna,797 91,255,https://www.ratsit.se/personer/%C3%84lvdalens-kommun/S%C3%A4rna-79791,,
5251,Sörsjön,780 69,97,https://www.ratsit.se/personer/%C3%84lvdalens-kommun/S%C3%B6rsj%C3%B6n-78069,,
5252,Transtrand,780 68,474,https://www.ratsit.se/personer/Malung-S%C3%A4lens-kommun/Transtrand-78068,,
5253,Äppelbo,786 94,754,https://www.ratsit.se/personer/Vansbro-kommun/%C3%84ppelbo-78694,,
5254,Öje,780 61,176,https://www.ratsit.se/personer/Malung-S%C3%A4lens-kommun/%C3%96je-78061,,
5255,Adak,939 92,181,https://www.ratsit.se/personer/Mal%C3%A5-kommun/Adak-93992,,
5256,Kristineberg,921 73,140,https://www.ratsit.se/personer/Lycksele-kommun/Kristineberg-92173,,
5257,Malå,939 31,792,https://www.ratsit.se/personer/Mal%C3%A5-kommun/Mal%C3%A5-93931,,
5258,Malå,939 32,782,https://www.ratsit.se/personer/Mal%C3%A5-kommun/Mal%C3%A5-93932,,
5259,Malå,939 93,114,https://www.ratsit.se/personer/Mal%C3%A5-kommun/Mal%C3%A5-93993,,
5260,Malå,939 94,155,https://www.ratsit.se/personer/Mal%C3%A5-kommun/Mal%C3%A5-93994,,
5261,Malå,939 95,192,https://www.ratsit.se/personer/Mal%C3%A5-kommun/Mal%C3%A5-93995,,
5262,Norsjö,935 93,321,https://www.ratsit.se/personer/Norsj%C3%B6-kommun/Norsj%C3%B6-93593,,
5263,Rentjärn,939 91,86,https://www.ratsit.se/personer/Mal%C3%A5-kommun/Rentj%C3%A4rn-93991,,
5264,Rökå,921 71,68,https://www.ratsit.se/personer/Mal%C3%A5-kommun/R%C3%B6k%C3%A5-92171,,
5265,Lyrestad,548 73,434,https://www.ratsit.se/personer/Mariestads-kommun/Lyrestad-54873,,
5266,Lyrestad,548 93,12,https://www.ratsit.se/personer/T%C3%B6reboda-kommun/Lyrestad-54893,,
5267,Mariestad,542 30,472,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54230,,
5268,Mariestad,542 31,852,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54231,,
5269,Mariestad,542 32,650,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54232,,
5270,Mariestad,542 33,817,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54233,,
5271,Mariestad,542 34,1081,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54234,,
5272,Mariestad,542 35,22,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54235,,
5273,Mariestad,542 36,1092,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54236,,
5274,Mariestad,542 37,683,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54237,,
5275,Mariestad,542 38,618,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54238,,
5276,Mariestad,542 39,728,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54239,,
5277,Mariestad,542 40,864,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54240,,
5278,Mariestad,542 41,779,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54241,,
5279,Mariestad,542 42,880,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54242,,
5280,Mariestad,542 43,805,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54243,,
5281,Mariestad,542 44,742,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54244,,
5282,Mariestad,542 45,960,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54245,,
5283,Mariestad,542 46,861,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54246,,
5284,Mariestad,542 47,984,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54247,,
5285,Mariestad,542 72,289,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54272,,
5286,Mariestad,542 73,613,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54273,,
5287,Mariestad,542 74,400,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54274,,
5288,Mariestad,542 92,777,https://www.ratsit.se/personer/Mariestads-kommun/Mariestad-54292,,
5289,Mariestad,542 93,21,https://www.ratsit.se/personer/T%C3%B6reboda-kommun/Mariestad-54293,,
5290,Mariestad,542 94,5,https://www.ratsit.se/personer/Sk%C3%B6vde-kommun/Mariestad-54294,,
5291,Moholm,545 94,240,https://www.ratsit.se/personer/T%C3%B6reboda-kommun/Moholm-54594,,
5292,Timmersdala,541 95,506,https://www.ratsit.se/personer/Sk%C3%B6vde-kommun/Timmersdala-54195,,
5293,Torsö,542 91,488,https://www.ratsit.se/personer/Mariestads-kommun/Tors%C3%B6-54291,,
5294,Töreboda,545 90,557,https://www.ratsit.se/personer/T%C3%B6reboda-kommun/T%C3%B6reboda-54590,,
5295,Väring,549 96,277,https://www.ratsit.se/personer/Sk%C3%B6vde-kommun/V%C3%A4ring-54996,,
5296,Markaryd,285 31,778,https://www.ratsit.se/personer/Markaryds-kommun/Markaryd-28531,,
5297,Markaryd,285 32,58,https://www.ratsit.se/personer/Markaryds-kommun/Markaryd-28532,,
5298,Markaryd,285 33,505,https://www.ratsit.se/personer/Markaryds-kommun/Markaryd-28533,,
5299,Markaryd,285 34,859,https://www.ratsit.se/personer/Markaryds-kommun/Markaryd-28534,,
5300,Markaryd,285 36,219,https://www.ratsit.se/personer/Markaryds-kommun/Markaryd-28536,,
5301,Markaryd,285 37,846,https://www.ratsit.se/personer/Markaryds-kommun/Markaryd-28537,,
5302,Markaryd,285 38,297,https://www.ratsit.se/personer/Markaryds-kommun/Markaryd-28538,,
5303,Markaryd,285 40,455,https://www.ratsit.se/personer/Markaryds-kommun/Markaryd-28540,,
5304,Strömsnäsbruk,287 31,459,https://www.ratsit.se/personer/Markaryds-kommun/Str%C3%B6msn%C3%A4sbruk-28731,,
5305,Strömsnäsbruk,287 32,801,https://www.ratsit.se/personer/Markaryds-kommun/Str%C3%B6msn%C3%A4sbruk-28732,,
5306,Strömsnäsbruk,287 33,318,https://www.ratsit.se/personer/Markaryds-kommun/Str%C3%B6msn%C3%A4sbruk-28733,,
5307,Strömsnäsbruk,287 34,103,https://www.ratsit.se/personer/Markaryds-kommun/Str%C3%B6msn%C3%A4sbruk-28734,,
5308,Strömsnäsbruk,287 91,1,https://www.ratsit.se/personer/%C3%84lmhults-kommun/Str%C3%B6msn%C3%A4sbruk-28791,,
5309,Traryd,287 72,559,https://www.ratsit.se/personer/Markaryds-kommun/Traryd-28772,,
5310,Berghem,511 96,598,https://www.ratsit.se/personer/Marks-kommun/Berghem-51196,,
5311,Björketorp,519 94,866,https://www.ratsit.se/personer/Marks-kommun/Bj%C3%B6rketorp-51994,,
5312,Fotskäl,519 96,590,https://www.ratsit.se/personer/Marks-kommun/Fotsk%C3%A4l-51996,,
5313,Fritsla,511 71,1003,https://www.ratsit.se/personer/Marks-kommun/Fritsla-51171,,
5314,Fritsla,511 72,895,https://www.ratsit.se/personer/Marks-kommun/Fritsla-51172,,
5315,Fritsla,511 73,135,https://www.ratsit.se/personer/Marks-kommun/Fritsla-51173,,
5316,Hajom,511 97,489,https://www.ratsit.se/personer/Marks-kommun/Hajom-51197,,
5317,Horred,519 30,771,https://www.ratsit.se/personer/Marks-kommun/Horred-51930,,
5318,Horred,519 31,292,https://www.ratsit.se/personer/Marks-kommun/Horred-51931,,
5319,Horred,519 90,12,https://www.ratsit.se/personer/Varbergs-kommun/Horred-51990,,
5320,Hyssna,511 68,616,https://www.ratsit.se/personer/Marks-kommun/Hyssna-51168,,
5321,Istorp,519 91,411,https://www.ratsit.se/personer/Marks-kommun/Istorp-51991,,
5322,Kinna,511 41,290,https://www.ratsit.se/personer/Marks-kommun/Kinna-51141,,
5323,Kinna,511 53,837,https://www.ratsit.se/personer/Marks-kommun/Kinna-51153,,
5324,Kinna,511 54,1233,https://www.ratsit.se/personer/Marks-kommun/Kinna-51154,,
5325,Kinna,511 55,806,https://www.ratsit.se/personer/Marks-kommun/Kinna-51155,,
5326,Kinna,511 56,1013,https://www.ratsit.se/personer/Marks-kommun/Kinna-51156,,
5327,Kinna,511 57,1373,https://www.ratsit.se/personer/Marks-kommun/Kinna-51157,,
5328,Kinna,511 58,1210,https://www.ratsit.se/personer/Marks-kommun/Kinna-51158,,
5329,Kinna,511 59,213,https://www.ratsit.se/personer/Marks-kommun/Kinna-51159,,
5330,Kinnahult,511 42,249,https://www.ratsit.se/personer/Marks-kommun/Kinnahult-51142,,
5331,Lindome,437 92,1011,https://www.ratsit.se/personer/M%C3%B6lndals-kommun/Lindome-43792,,
5332,Rydal,511 70,379,https://www.ratsit.se/personer/Marks-kommun/Rydal-51170,,
5333,Skene,511 61,1601,https://www.ratsit.se/personer/Marks-kommun/Skene-51161,,
5334,Skene,511 62,930,https://www.ratsit.se/personer/Marks-kommun/Skene-51162,,
5335,Skene,511 63,1384,https://www.ratsit.se/personer/Marks-kommun/Skene-51163,,
5336,Skene,511 64,757,https://www.ratsit.se/personer/Marks-kommun/Skene-51164,,
5337,Skene,511 91,169,https://www.ratsit.se/personer/Marks-kommun/Skene-51191,,
5338,Sätila,511 69,1030,https://www.ratsit.se/personer/Marks-kommun/S%C3%A4tila-51169,,
5339,Sätila,511 99,908,https://www.ratsit.se/personer/Marks-kommun/S%C3%A4tila-51199,,
5340,Torestorp,511 93,816,https://www.ratsit.se/personer/Marks-kommun/Torestorp-51193,,
5341,Älekulla,511 94,12,https://www.ratsit.se/personer/Varbergs-kommun/%C3%84lekulla-51194,,
5342,Örby,511 31,1288,https://www.ratsit.se/personer/Marks-kommun/%C3%96rby-51131,,
5343,Örby,511 92,917,https://www.ratsit.se/personer/Marks-kommun/%C3%96rby-51192,,
5344,Öxabäck,511 95,3,https://www.ratsit.se/personer/Svenljunga-kommun/%C3%96xab%C3%A4ck-51195,,
5345,Öxnevalla,519 97,333,https://www.ratsit.se/personer/Marks-kommun/%C3%96xnevalla-51997,,
5346,Dals Rostock,464 50,590,https://www.ratsit.se/personer/Melleruds-kommun/Dals-Rostock-46450,,
5347,Dalskog,464 95,278,https://www.ratsit.se/personer/Melleruds-kommun/Dalskog-46495,,
5348,Håverud,464 72,5,https://www.ratsit.se/personer/%C3%85m%C3%A5ls-kommun/H%C3%A5verud-46472,,
5349,Köpmannebro,464 71,227,https://www.ratsit.se/personer/Melleruds-kommun/K%C3%B6pmannebro-46471,,
5350,Mellerud,464 30,1015,https://www.ratsit.se/personer/Melleruds-kommun/Mellerud-46430,,
5351,Mellerud,464 31,809,https://www.ratsit.se/personer/Melleruds-kommun/Mellerud-46431,,
5352,Mellerud,464 32,871,https://www.ratsit.se/personer/Melleruds-kommun/Mellerud-46432,,
5353,Mellerud,464 33,568,https://www.ratsit.se/personer/Melleruds-kommun/Mellerud-46433,,
5354,Mellerud,464 66,3,https://www.ratsit.se/personer/V%C3%A4nersborgs-kommun/Mellerud-46466,,
5355,Mellerud,464 92,846,https://www.ratsit.se/personer/Melleruds-kommun/Mellerud-46492,,
5356,Mellerud,464 93,880,https://www.ratsit.se/personer/Melleruds-kommun/Mellerud-46493,,
5357,Mellerud,464 94,343,https://www.ratsit.se/personer/Melleruds-kommun/Mellerud-46494,,
5358,Åsensbruk,464 40,572,https://www.ratsit.se/personer/Melleruds-kommun/%C3%85sensbruk-46440,,
5359,Fornåsa,591 79,1022,https://www.ratsit.se/personer/Motala-kommun/Forn%C3%A5sa-59179,,
5360,Mantorp,595 57,1314,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mantorp-59557,,
5361,Mantorp,595 58,1301,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mantorp-59558,,
5362,Mantorp,595 59,732,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mantorp-59559,,
5363,Mjölby,595 30,1009,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mj%C3%B6lby-59530,,
5364,Mjölby,595 31,587,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mj%C3%B6lby-59531,,
5365,Mjölby,595 32,981,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mj%C3%B6lby-59532,,
5366,Mjölby,595 33,1163,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mj%C3%B6lby-59533,,
5367,Mjölby,595 34,1026,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mj%C3%B6lby-59534,,
5368,Mjölby,595 35,1,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mj%C3%B6lby-59535,,
5369,Mjölby,595 40,719,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mj%C3%B6lby-59540,,
5370,Mjölby,595 41,545,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mj%C3%B6lby-59541,,
5371,Mjölby,595 42,664,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mj%C3%B6lby-59542,,
5372,Mjölby,595 43,203,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mj%C3%B6lby-59543,,
5373,Mjölby,595 44,657,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mj%C3%B6lby-59544,,
5374,Mjölby,595 50,31,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mj%C3%B6lby-59550,,
5375,Mjölby,595 51,1397,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mj%C3%B6lby-59551,,
5376,Mjölby,595 52,985,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mj%C3%B6lby-59552,,
5377,Mjölby,595 53,1140,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mj%C3%B6lby-59553,,
5378,Mjölby,595 54,711,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mj%C3%B6lby-59554,,
5379,Mjölby,595 94,307,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mj%C3%B6lby-59594,,
5380,Mjölby,595 95,428,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mj%C3%B6lby-59595,,
5381,Mjölby,595 96,385,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Mj%C3%B6lby-59596,,
5382,Motala,591 93,346,https://www.ratsit.se/personer/Motala-kommun/Motala-59193,,
5383,Motala,591 94,325,https://www.ratsit.se/personer/Motala-kommun/Motala-59194,,
5384,Skänninge,596 31,840,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Sk%C3%A4nninge-59631,,
5385,Skänninge,596 32,411,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Sk%C3%A4nninge-59632,,
5386,Skänninge,596 33,703,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Sk%C3%A4nninge-59633,,
5387,Skänninge,596 34,797,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Sk%C3%A4nninge-59634,,
5388,Skänninge,596 91,6,https://www.ratsit.se/personer/Motala-kommun/Sk%C3%A4nninge-59691,,
5389,Skänninge,596 92,39,https://www.ratsit.se/personer/Motala-kommun/Sk%C3%A4nninge-59692,,
5390,Skänninge,596 93,548,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/Sk%C3%A4nninge-59693,,
5391,Väderstad,596 36,438,https://www.ratsit.se/personer/Mj%C3%B6lby-kommun/V%C3%A4derstad-59636,,
5392,Färnäs,792 75,823,https://www.ratsit.se/personer/Mora-kommun/F%C3%A4rn%C3%A4s-79275,,
5393,Garsås,792 98,148,https://www.ratsit.se/personer/Mora-kommun/Gars%C3%A5s-79298,,
5394,Mora,792 30,742,https://www.ratsit.se/personer/Mora-kommun/Mora-79230,,
5395,Mora,792 31,714,https://www.ratsit.se/personer/Mora-kommun/Mora-79231,,
5396,Mora,792 32,1022,https://www.ratsit.se/personer/Mora-kommun/Mora-79232,,
5397,Mora,792 33,1043,https://www.ratsit.se/personer/Mora-kommun/Mora-79233,,
5398,Mora,792 34,1357,https://www.ratsit.se/personer/Mora-kommun/Mora-79234,,
5399,Mora,792 35,648,https://www.ratsit.se/personer/Mora-kommun/Mora-79235,,
5400,Mora,792 36,498,https://www.ratsit.se/personer/Mora-kommun/Mora-79236,,
5401,Mora,792 37,1256,https://www.ratsit.se/personer/Mora-kommun/Mora-79237,,
5402,Mora,792 50,807,https://www.ratsit.se/personer/Mora-kommun/Mora-79250,,
5403,Mora,792 51,712,https://www.ratsit.se/personer/Mora-kommun/Mora-79251,,
5404,Mora,792 52,934,https://www.ratsit.se/personer/Mora-kommun/Mora-79252,,
5405,Mora,792 91,792,https://www.ratsit.se/personer/Mora-kommun/Mora-79291,,
5406,Mora,792 92,358,https://www.ratsit.se/personer/Mora-kommun/Mora-79292,,
5407,Mora,792 94,743,https://www.ratsit.se/personer/Mora-kommun/Mora-79294,,
5408,Mora,792 95,738,https://www.ratsit.se/personer/Mora-kommun/Mora-79295,,
5409,Mora,792 97,620,https://www.ratsit.se/personer/Mora-kommun/Mora-79297,,
5410,Nusnäs,792 77,742,https://www.ratsit.se/personer/Mora-kommun/Nusn%C3%A4s-79277,,
5411,Orsa,794 90,504,https://www.ratsit.se/personer/Orsa-kommun/Orsa-79490,,
5412,Sollerön,792 90,1291,https://www.ratsit.se/personer/Mora-kommun/Soller%C3%B6n-79290,,
5413,Venjan,792 93,319,https://www.ratsit.se/personer/Mora-kommun/Venjan-79293,,
5414,Våmhus,792 96,981,https://www.ratsit.se/personer/Mora-kommun/V%C3%A5mhus-79296,,
5415,Älvdalen,796 91,973,https://www.ratsit.se/personer/%C3%84lvdalens-kommun/%C3%84lvdalen-79691,,
5416,Älvdalen,796 99,46,https://www.ratsit.se/personer/%C3%84lvdalens-kommun/%C3%84lvdalen-79699,,
5417,Borensberg,591 74,1216,https://www.ratsit.se/personer/Motala-kommun/Borensberg-59174,,
5418,Borensberg,591 75,620,https://www.ratsit.se/personer/Motala-kommun/Borensberg-59175,,
5419,Borensberg,591 76,673,https://www.ratsit.se/personer/Motala-kommun/Borensberg-59176,,
5420,Borensberg,591 77,748,https://www.ratsit.se/personer/Motala-kommun/Borensberg-59177,,
5421,Motala,591 26,568,https://www.ratsit.se/personer/Motala-kommun/Motala-59126,,
5422,Motala,591 27,658,https://www.ratsit.se/personer/Motala-kommun/Motala-59127,,
5423,Motala,591 30,1165,https://www.ratsit.se/personer/Motala-kommun/Motala-59130,,
5424,Motala,591 32,1329,https://www.ratsit.se/personer/Motala-kommun/Motala-59132,,
5425,Motala,591 35,1568,https://www.ratsit.se/personer/Motala-kommun/Motala-59135,,
5426,Motala,591 36,1559,https://www.ratsit.se/personer/Motala-kommun/Motala-59136,,
5427,Motala,591 37,1107,https://www.ratsit.se/personer/Motala-kommun/Motala-59137,,
5428,Motala,591 38,632,https://www.ratsit.se/personer/Motala-kommun/Motala-59138,,
5429,Motala,591 39,760,https://www.ratsit.se/personer/Motala-kommun/Motala-59139,,
5430,Motala,591 45,1398,https://www.ratsit.se/personer/Motala-kommun/Motala-59145,,
5431,Motala,591 46,963,https://www.ratsit.se/personer/Motala-kommun/Motala-59146,,
5432,Motala,591 47,1000,https://www.ratsit.se/personer/Motala-kommun/Motala-59147,,
5433,Motala,591 50,1396,https://www.ratsit.se/personer/Motala-kommun/Motala-59150,,
5434,Motala,591 51,688,https://www.ratsit.se/personer/Motala-kommun/Motala-59151,,
5435,Motala,591 52,596,https://www.ratsit.se/personer/Motala-kommun/Motala-59152,,
5436,Motala,591 53,867,https://www.ratsit.se/personer/Motala-kommun/Motala-59153,,
5437,Motala,591 54,618,https://www.ratsit.se/personer/Motala-kommun/Motala-59154,,
5438,Motala,591 55,877,https://www.ratsit.se/personer/Motala-kommun/Motala-59155,,
5439,Motala,591 60,1297,https://www.ratsit.se/personer/Motala-kommun/Motala-59160,,
5440,Motala,591 61,1248,https://www.ratsit.se/personer/Motala-kommun/Motala-59161,,
5441,Motala,591 62,1045,https://www.ratsit.se/personer/Motala-kommun/Motala-59162,,
5442,Motala,591 70,1048,https://www.ratsit.se/personer/Motala-kommun/Motala-59170,,
5443,Motala,591 71,985,https://www.ratsit.se/personer/Motala-kommun/Motala-59171,,
5444,Motala,591 72,1145,https://www.ratsit.se/personer/Motala-kommun/Motala-59172,,
5445,Motala,591 73,930,https://www.ratsit.se/personer/Motala-kommun/Motala-59173,,
5446,Motala,591 91,321,https://www.ratsit.se/personer/Motala-kommun/Motala-59191,,
5447,Motala,591 92,478,https://www.ratsit.se/personer/Motala-kommun/Motala-59192,,
5448,Motala,591 95,395,https://www.ratsit.se/personer/Motala-kommun/Motala-59195,,
5449,Motala,591 96,802,https://www.ratsit.se/personer/Motala-kommun/Motala-59196,,
5450,Motala,591 97,1087,https://www.ratsit.se/personer/Motala-kommun/Motala-59197,,
5451,Motala,591 98,416,https://www.ratsit.se/personer/Motala-kommun/Motala-59198,,
5452,Vadstena,592 94,266,https://www.ratsit.se/personer/Vadstena-kommun/Vadstena-59294,,
5453,Mullsjö,565 31,1045,https://www.ratsit.se/personer/Mullsj%C3%B6-kommun/Mullsj%C3%B6-56531,,
5454,Mullsjö,565 32,1412,https://www.ratsit.se/personer/Mullsj%C3%B6-kommun/Mullsj%C3%B6-56532,,
5455,Mullsjö,565 33,1230,https://www.ratsit.se/personer/Mullsj%C3%B6-kommun/Mullsj%C3%B6-56533,,
5456,Mullsjö,565 34,955,https://www.ratsit.se/personer/Mullsj%C3%B6-kommun/Mullsj%C3%B6-56534,,
5457,Mullsjö,565 91,257,https://www.ratsit.se/personer/Mullsj%C3%B6-kommun/Mullsj%C3%B6-56591,,
5458,Tidaholm,522 91,797,https://www.ratsit.se/personer/Tidaholms-kommun/Tidaholm-52291,,
5459,Dingle,455 61,752,https://www.ratsit.se/personer/Munkedals-kommun/Dingle-45561,,
5460,Dingle,455 97,30,https://www.ratsit.se/personer/Tanums-kommun/Dingle-45597,,
5461,Hedekas,455 41,302,https://www.ratsit.se/personer/Munkedals-kommun/Hedekas-45541,,
5462,Hedekas,455 95,316,https://www.ratsit.se/personer/Munkedals-kommun/Hedekas-45595,,
5463,Hedekas,455 96,563,https://www.ratsit.se/personer/Munkedals-kommun/Hedekas-45596,,
5464,Hällevadsholm,457 60,654,https://www.ratsit.se/personer/Munkedals-kommun/H%C3%A4llevadsholm-45760,,
5465,Hällevadsholm,457 61,333,https://www.ratsit.se/personer/Munkedals-kommun/H%C3%A4llevadsholm-45761,,
5466,Munkedal,455 30,1032,https://www.ratsit.se/personer/Munkedals-kommun/Munkedal-45530,,
5467,Munkedal,455 31,460,https://www.ratsit.se/personer/Munkedals-kommun/Munkedal-45531,,
5468,Munkedal,455 32,487,https://www.ratsit.se/personer/Munkedals-kommun/Munkedal-45532,,
5469,Munkedal,455 33,401,https://www.ratsit.se/personer/Munkedals-kommun/Munkedal-45533,,
5470,Munkedal,455 34,955,https://www.ratsit.se/personer/Munkedals-kommun/Munkedal-45534,,
5471,Munkedal,455 35,14,https://www.ratsit.se/personer/Munkedals-kommun/Munkedal-45535,,
5472,Munkedal,455 92,449,https://www.ratsit.se/personer/Munkedals-kommun/Munkedal-45592,,
5473,Munkedal,455 93,551,https://www.ratsit.se/personer/Munkedals-kommun/Munkedal-45593,,
5474,Uddevalla,451 95,1471,https://www.ratsit.se/personer/Uddevalla-kommun/Uddevalla-45195,,
5475,Munkfors,684 30,769,https://www.ratsit.se/personer/Munkfors-kommun/Munkfors-68430,,
5476,Munkfors,684 31,850,https://www.ratsit.se/personer/Munkfors-kommun/Munkfors-68431,,
5477,Munkfors,684 32,681,https://www.ratsit.se/personer/Munkfors-kommun/Munkfors-68432,,
5478,Munkfors,684 91,149,https://www.ratsit.se/personer/Munkfors-kommun/Munkfors-68491,,
5479,Kållered,428 30,806,https://www.ratsit.se/personer/M%C3%B6lndals-kommun/K%C3%A5llered-42830,,
5480,Kållered,428 31,1295,https://www.ratsit.se/personer/M%C3%B6lndals-kommun/K%C3%A5llered-42831,,
5481,Kållered,428 32,374,https://www.ratsit.se/personer/M%C3%B6lndals-kommun/K%C3%A5llered-42832,,
5482,Kållered,428 33,1082,https://www.ratsit.se/personer/M%C3%B6lndals-kommun/K%C3%A5llered-42833,,
5483,Kållered,428 34,1490,https://www.ratsit.se/personer/M%C3%B6lndals-kommun/K%C3%A5llered-42834,,
5484,Kållered,428 35,870,https://www.ratsit.se/personer/M%C3%B6lndals-kommun/K%C3%A5llered-42835,,
